"","Paradigm","Mouse","Behavior","E.phy","YokedTo","Conflict","APA","Tube","Slice","Punch","notes.mouse","photos","notes.slice","notes.punch","Date","time","Slice.collector","Punch.Collector","SliceSize","Punchsize","location","RNAisolationdate","RNAisolator","location.1","best.location","samples","jobnumber","RNAseqID"
"533","Yoked + Training","15-146D","Good","Yes","15-146C","NoConflict","Yoked","TI",1,"CA4","yoked to trained","slice photos","","","7/24/15","4:30","MK","RMH","300",250,"Centered on cell layer","","","78",NA,NA,"",""
"534","Yoked + Training","15-146D","Good","Yes","15-146C","NoConflict","Yoked","TJ",2,"CA4","yoked to trained","slice photos","","*not certain this punch is in TJ. Could be in TF","7/24/15","4:30","MK","RMH","300",250,"Centered on cell layer","","","75",75,54,"",""
"535","Yoked + Training","15-146D","Good","Yes","15-146C","NoConflict","Yoked","TK",3,"CA4","yoked to trained","slice photos","","","7/24/15","4:30","MK","RMH","300",250,"Centered on cell layer","","","74",NA,NA,"",""
"536","Yoked + Training","15-146D","Good","Yes","15-146C","NoConflict","Yoked","TL",4,"CA4","yoked to trained","slice photos","","","7/24/15","4:30","MK","RMH","300",250,"Centered on cell layer","","","72",NA,NA,"",""
"537","Yoked + Training","15-147D","Good","Yes","15-147C","NoConflict","Yoked","YI",1,"CA3","yoked to trained","slice photos","","","7/29/15","","MK","RMH","300",250,"Centered on cell layer","","","74",74,13,"",""
"538","Yoked + Training","15-147D","Good","Yes","15-147C","NoConflict","Yoked","YJ",2,"CA3","yoked to trained","slice photos","","","7/29/15","","MK","RMH","300",250,"Centered on cell layer","","","70",NA,NA,"",""
"539","Yoked + Training","15-147D","Good","Yes","15-147C","NoConflict","Yoked","YK",4,"CA3","yoked to trained","slice photos","","","7/29/15","","MK","RMH","300",250,"Centered on cell layer","","","78",NA,NA,"",""
"540","Yoked + Training","15-147D","Good","Yes","15-147C","NoConflict","Yoked","YL",5,"CA3","yoked to trained","slice photos","","","7/29/15","","MK","RMH","300",250,"Centered on cell layer","","","76",NA,NA,"",""
"541","Yoked + Training","15-147D","Good","Yes","15-147C","NoConflict","Yoked","YM",1,"DG","yoked to trained","slice photos","","","7/29/15","","MK","RMH","300",250,"Centered on cell layer","","","74",74,15,"",""
"542","Yoked + Training","15-147D","Good","Yes","15-147C","NoConflict","Yoked","YN",2,"DG","yoked to trained","slice photos","","","7/29/15","","MK","RMH","300",250,"Centered on cell layer","","","70",NA,NA,"",""
"543","Yoked + Training","15-147D","Good","Yes","15-147C","NoConflict","Yoked","YO",4,"DG","yoked to trained","slice photos","","","7/29/15","","MK","RMH","300",250,"Centered on cell layer","","","78",NA,NA,"",""
"544","Yoked + Training","15-147D","Good","Yes","15-147C","NoConflict","Yoked","YP",5,"DG","yoked to trained","slice photos","","","7/29/15","","MK","RMH","300",250,"Centered on cell layer","","","76",NA,NA,"",""
"545","Yoked + Training","15-147D","Good","Yes","15-147C","NoConflict","Yoked","YQ",1,"CA1","yoked to trained","slice photos","","","7/29/15","","MK","RMH","300",250,"Centered on cell layer","","","74",74,11,"",""
"546","Yoked + Training","15-147D","Good","Yes","15-147C","NoConflict","Yoked","YR",2,"CA1","yoked to trained","slice photos","","","7/29/15","","MK","RMH","300",250,"Centered on cell layer","","","70",NA,NA,"",""
"547","Yoked + Training","15-147D","Good","Yes","15-147C","NoConflict","Yoked","YS",4,"CA1","yoked to trained","slice photos","","","7/29/15","","MK","RMH","300",250,"Centered on cell layer","","","78",NA,NA,"",""
"548","Yoked + Training","15-147D","Good","Yes","15-147C","NoConflict","Yoked","YT",5,"CA1","yoked to trained","slice photos","","","7/29/15","","MK","RMH","300",250,"Centered on cell layer","","","76",NA,NA,"",""
"549","Yoked + Training","15-147D","Good","Yes","15-147C","NoConflict","Yoked","YU",1,"CA2","yoked to trained","slice photos","","","7/29/15","","MK","RMH","300",250,"Centered on cell layer","","","74",74,12,"",""
"550","Yoked + Training","15-147D","Good","Yes","15-147C","NoConflict","Yoked","YV",2,"CA2","yoked to trained","slice photos","","","7/29/15","","MK","RMH","300",250,"Centered on cell layer","","","70",NA,NA,"",""
"551","Yoked + Training","15-147D","Good","Yes","15-147C","NoConflict","Yoked","YZ",4,"CA2","yoked to trained","slice photos","","","7/29/15","","MK","RMH","300",250,"Centered on cell layer","","","78",NA,NA,"",""
"552","Yoked + Training","15-147D","Good","Yes","15-147C","NoConflict","Yoked","ZA",5,"CA2","yoked to trained","slice photos","","","7/29/15","","MK","RMH","300",250,"Centered on cell layer","","","76",NA,NA,"",""
"553","Yoked + Training","15-147D","Good","Yes","15-147C","NoConflict","Yoked","ZB",1,"CA4","yoked to trained","slice photos","","","7/29/15","","MK","RMH","300",250,"Centered on cell layer","","","74",74,14,"",""
"554","Yoked + Training","15-147D","Good","Yes","15-147C","NoConflict","Yoked","ZC",2,"CA4","yoked to trained","slice photos","","","7/29/15","","MK","RMH","300",250,"Centered on cell layer","","","70",NA,NA,"",""
"555","Yoked + Training","15-147D","Good","Yes","15-147C","NoConflict","Yoked","ZD",4,"CA4","yoked to trained","slice photos","","","7/29/15","","MK","RMH","300",250,"Centered on cell layer","","","78",NA,NA,"",""
"556","Yoked + Training","15-147D","Good","Yes","15-147C","NoConflict","Yoked","ZE",5,"CA4","yoked to trained","slice photos","","","7/29/15","","MK","RMH","300",250,"Centered on cell layer","","","76",NA,NA,"",""
"557","home cage","15-140E",NA,NA,NA,NA,NA,"CA",1,"DG","mouse not used for ephys","","500 uM very caudal","500 uM very caudal","6/9/15","","MK","HAH","300",500,"outside cell body","6/12/15","RMH","",NA,NA,"",""
"558","home cage","15-140E",NA,NA,NA,NA,NA,"CB",1,"CA1","mouse not used for ephys","","","","6/9/15","","MK","HAH","300",500,"outside cell body","6/12/15","RMH","",NA,NA,"",""
"559","home cage","15-140E",NA,NA,NA,NA,NA,"CC",1,"CA3","mouse not used for ephys","","","","6/9/15","","MK","HAH","300",500,"outside cell body","6/12/15","RMH","",NA,NA,"",""
"560","home cage","15-140E",NA,NA,NA,NA,NA,"CD",1,"other","mouse not used for ephys","","","SOMATOSENSORY CORTEX","6/9/15","","MK","HAH","300",500,"outside cell body","6/12/15","RMH","",NA,NA,"",""
"561","home cage","15-140E",NA,NA,NA,NA,NA,"CE",2,"DG","mouse not used for ephys","","","","6/9/15","","MK","HAH","300",500,"outside cell body","6/12/15","RMH","",NA,NA,"",""
"562","home cage","15-140E",NA,NA,NA,NA,NA,"CF",2,"CA2","mouse not used for ephys","","","","6/9/15","","MK","HAH","300",500,"outside cell body","6/12/15","RMH","",NA,NA,"",""
"563","home cage","15-140E",NA,NA,NA,NA,NA,"CG",2,"CA1","mouse not used for ephys","","","","6/9/15","","MK","RMH","300",500,"outside cell body","6/12/15","RMH","",NA,NA,"",""
"564","home cage","15-140E",NA,NA,NA,NA,NA,"CH",2,"CA3","mouse not used for ephys","","","","6/9/15","","MK","RMH","300",500,"outside cell body","6/12/15","RMH","",NA,NA,"",""
"565","home cage","15-140E",NA,NA,NA,NA,NA,"CI",3,"DG","mouse not used for ephys","","","","6/9/15","","MK","HAH","300",500,"outside cell body","6/11/15","RMH","",NA,NA,"",""
"566","home cage","15-140E",NA,NA,NA,NA,NA,"CJ",3,"CA3","mouse not used for ephys","","","","6/9/15","","MK","HAH","300",500,"outside cell body","6/11/15","RMH","",NA,NA,"",""
"567","home cage","15-140E",NA,NA,NA,NA,NA,"CK",3,"CA2","mouse not used for ephys","","","","6/9/15","","MK","HAH","300",500,"outside cell body","6/11/15","RMH","",NA,NA,"",""
"568","home cage","15-140E",NA,NA,NA,NA,NA,"CL",3,"CA1","mouse not used for ephys","","","","6/9/15","","MK","HAH","300",500,"outside cell body","6/11/15","RMH","",NA,NA,"",""
"569","home cage","15-140E",NA,NA,NA,NA,NA,"CM",4,"DG","mouse not used for ephys","","","very rostral","6/9/15","","MK","RMH","300",500,"outside cell body","6/11/15","RMH","",NA,NA,"",""
"570","home cage","15-140E",NA,NA,NA,NA,NA,"CN",4,"CA3","mouse not used for ephys","","","","6/9/15","","MK","RMH","300",500,"outside cell body","6/11/15","RMH","",NA,NA,"",""
"571","home cage","15-140E",NA,NA,NA,NA,NA,"CO",4,"CA1","mouse not used for ephys","","","","6/9/15","","MK","RMH","300",500,"outside cell body","6/11/15","RMH","",NA,NA,"",""
"572","home cage","15-140E",NA,NA,NA,NA,NA,"CP",4,"CA2","mouse not used for ephys","","","","6/9/15","","MK","RMH","300",500,"outside cell body","6/11/15","RMH","",NA,NA,"",""
"573","home cage","15-141E",NA,NA,NA,NA,NA,"CQ",1,"CA3","mouse not used for ephys","","","","6/12/15","","MK","RMH","300",250,"outside cell body","14-Jun","RMH","",NA,NA,"",""
"574","home cage","15-141E",NA,NA,NA,NA,NA,"CR",2,"CA3","mouse not used for ephys","","","","6/12/15","","MK","RMH","300",250,"outside cell body","14-Jun","RMH","",NA,NA,"",""
"575","home cage","15-141E",NA,NA,NA,NA,NA,"CS",3,"CA3","mouse not used for ephys","","","","6/12/15","","MK","RMH","300",250,"outside cell body","14-Jun","RMH","",NA,NA,"",""
"576","home cage","15-141E",NA,NA,NA,NA,NA,"CT",1,"CA2","mouse not used for ephys","","","","6/12/15","","MK","RMH","300",250,"outside cell body","14-Jun","RMH","",NA,NA,"",""
"577","home cage","15-141E",NA,NA,NA,NA,NA,"CU",2,"CA2","mouse not used for ephys","","","","6/12/15","","MK","RMH","300",250,"outside cell body","14-Jun","RMH","",NA,NA,"",""
"578","home cage","15-141E",NA,NA,NA,NA,NA,"CV",3,"CA2","mouse not used for ephys","","","","6/12/15","","MK","RMH","300",250,"outside cell body","14-Jun","RMH","",NA,NA,"",""
"579","home cage","15-141E",NA,NA,NA,NA,NA,"CW",4,"CA2","mouse not used for ephys","","","","6/12/15","","MK","RMH","300",250,"outside cell body","14-Jun","RMH","",NA,NA,"",""
"580","home cage","15-141E",NA,NA,NA,NA,NA,"CX",1,"CA1","mouse not used for ephys","","","","6/12/15","","MK","RMH","300",250,"outside cell body","14-Jun","RMH","",NA,NA,"",""
"581","home cage","15-141E",NA,NA,NA,NA,NA,"CY",2,"CA1","mouse not used for ephys","","","","6/12/15","","MK","RMH","300",250,"outside cell body","14-Jun","RMH","",NA,NA,"",""
"582","home cage","15-141E",NA,NA,NA,NA,NA,"CZ",3,"CA1","mouse not used for ephys","","","","6/12/15","","MK","RMH","300",250,"outside cell body","14-Jun","RMH","",NA,NA,"",""
"583","home cage","15-141E",NA,NA,NA,NA,NA,"DA",4,"CA1","mouse not used for ephys","","","","6/12/15","","MK","RMH","300",250,"outside cell body","14-Jun","RMH","",NA,NA,"",""
"584","home cage","15-142E",NA,NA,NA,NA,NA,"DC",2,"DG","mouse not used for ephys","","","","6/14/15","","MK","RMH","300",250,"outside cell body","14-Jun","RMH","",NA,NA,"",""
"585","home cage","15-142E",NA,NA,NA,NA,NA,"DD",2,"other","mouse not used for ephys","","","CA1 CA2 CA3","6/14/15","","MK","RMH","300",250,"outside cell body","14-Jun","RMH","",NA,NA,"",""
"586","home cage","15-142E",NA,NA,NA,NA,NA,"DE",3,"DG","mouse not used for ephys","","","","6/14/15","","MK","RMH","300",250,"outside cell body","14-Jun","RMH","",NA,NA,"",""
"587","home cage","15-142E",NA,NA,NA,NA,NA,"DF",1,"CA1","mouse not used for ephys","","","","6/14/15","","MK","RMH","300",250,"outside cell body","14-Jun","RMH","",NA,NA,"",""
"588","home cage","15-142E",NA,NA,NA,NA,NA,"DG",1,"DG","mouse not used for ephys","","","","6/14/15","","MK","RMH","300",250,"outside cell body","14-Jun","RMH","",NA,NA,"",""
"589","home cage","15-142E",NA,NA,NA,NA,NA,"DH",3,"CA1","mouse not used for ephys","","","","6/14/15","","MK","RMH","300",250,"outside cell body","14-Jun","RMH","",NA,NA,"",""
"590","home cage","15-142E",NA,NA,NA,NA,NA,"DI",3,"CA3","mouse not used for ephys","","","","6/14/15","","MK","RMH","300",250,"outside cell body","14-Jun","RMH","",NA,NA,"",""
"591","home cage","15-142E",NA,NA,NA,NA,NA,"DJ",3,"CA2","mouse not used for ephys","","","","6/14/15","","MK","RMH","300",250,"outside cell body","14-Jun","RMH","",NA,NA,"",""
"592","home cage","15-142E",NA,NA,NA,NA,NA,"DK",4,"DG","mouse not used for ephys","","","","6/14/15","","MK","RMH","300",250,"outside cell body","14-Jun","RMH","",NA,NA,"",""
"593","home cage","15-142E",NA,NA,NA,NA,NA,"DL",4,"CA3","mouse not used for ephys","","","","6/14/15","","MK","RMH","300",250,"outside cell body","14-Jun","RMH","",NA,NA,"",""
"594","home cage","15-142E",NA,NA,NA,NA,NA,"DM",4,"CA2","mouse not used for ephys","","","","6/14/15","","MK","RMH","300",250,"outside cell body","14-Jun","RMH","",NA,NA,"",""
"595","home cage","15-142E",NA,NA,NA,NA,NA,"DN",4,"CA1","mouse not used for ephys","","","","6/14/15","","MK","RMH","300",250,"outside cell body","14-Jun","RMH","",NA,NA,"",""
"596","home cage","15-144E",NA,NA,NA,NA,NA,"GS",1,"CA1","mouse not used for ephys","","","","6/30/15","","MK","RMH","300",250,"Centered on cell layer","6/30/15","RMH","",NA,NA,"",""
"597","home cage","15-144E",NA,NA,NA,NA,NA,"GT",1,"DG","mouse not used for ephys","","","","6/30/15","","MK","RMH","300",250,"Centered on cell layer","6/30/15","RMH","",NA,NA,"",""
"598","home cage","15-144E",NA,NA,NA,NA,NA,"GU",1,"CA3","mouse not used for ephys","","","","6/30/15","","MK","RMH","300",250,"Centered on cell layer","6/30/15","RMH","",NA,NA,"",""
"599","home cage","15-144E",NA,NA,NA,NA,NA,"GV",1,"CA2","mouse not used for ephys","","","","6/30/15","","MK","RMH","300",250,"Centered on cell layer","6/30/15","RMH","",NA,NA,"",""
"600","home cage","15-144E",NA,NA,NA,NA,NA,"GW",1,"CA4","mouse not used for ephys","","","","6/30/15","","MK","RMH","300",250,"Centered on cell layer","                       ","RMH","",NA,NA,"",""
"601","home cage","15-144E",NA,NA,NA,NA,NA,"GX",2,"DG","mouse not used for ephys","","","","6/30/15","","MK","RMH","300",250,"Centered on cell layer","6/30/15","RMH","",NA,NA,"",""
"602","home cage","15-144E",NA,NA,NA,NA,NA,"GY",3,"DG","mouse not used for ephys","","","","6/30/15","","MK","RMH","300",250,"Centered on cell layer","6/30/15","RMH","",NA,NA,"",""
"603","home cage","15-144E",NA,NA,NA,NA,NA,"GZ",4,"DG","mouse not used for ephys","","","","6/30/15","","MK","RMH","300",250,"Centered on cell layer","6/30/15","RMH","",NA,NA,"",""
"604","home cage","15-144E",NA,NA,NA,NA,NA,"HA",3,"CA3","mouse not used for ephys","","","","6/30/15","","MK","RMH","300",250,"Centered on cell layer","6/30/15","RMH","",NA,NA,"",""
"605","home cage","15-144E",NA,NA,NA,NA,NA,"HB",2,"CA3","mouse not used for ephys","","","Bad! Gooey and dried out","6/30/15","","MK","RMH","300",250,"Centered on cell layer","6/30/15","RMH","",NA,NA,"",""
"606","home cage","15-144E",NA,NA,NA,NA,NA,"HC",3,"CA1","mouse not used for ephys","","","","6/30/15","","MK","RMH","300",250,"Centered on cell layer","6/30/15","RMH","",NA,NA,"",""
"607","home cage","15-144E",NA,NA,NA,NA,NA,"HD",3,"CA4","mouse not used for ephys","","","","6/30/15","","MK","RMH","300",250,"Centered on cell layer","6/30/15","RMH","",NA,NA,"",""
"608","home cage","15-144E",NA,NA,NA,NA,NA,"HE",3,"CA2","mouse not used for ephys","","","","6/30/15","","MK","RMH","300",250,"Centered on cell layer","6/30/15","RMH","",NA,NA,"",""
"609","Yoked + Training","15-142D",NA,NA,NA,NA,NA,"IP",1,"CA4","yoked to trained","slice photos","","","7/6/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"610","Yoked + Training","15-142D",NA,NA,NA,NA,NA,"IQ",2,"CA4","yoked to trained","slice photos","","","7/6/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"611","Yoked + Training","15-142D",NA,NA,NA,NA,NA,"IR",3,"CA4","yoked to trained","slice photos","","","7/6/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"612","Yoked + Training","15-142D",NA,NA,NA,NA,NA,"IS",3,"CA2","yoked to trained","slice photos","","","7/6/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"613","Yoked + Training","15-142D",NA,NA,NA,NA,NA,"IT",2,"CA2","yoked to trained","slice photos","","","7/6/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"614","Yoked + Training","15-142D",NA,NA,NA,NA,NA,"IU",1,"CA2","yoked to trained","slice photos","","","7/6/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"615","Yoked + Training","15-142D",NA,NA,NA,NA,NA,"IV",3,"CA3","yoked to trained","slice photos","","","7/6/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"616","Yoked + Training","15-142D",NA,NA,NA,NA,NA,"IW",1,"CA1","yoked to trained","slice photos","","","7/6/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"617","Yoked + Training","15-142D",NA,NA,NA,NA,NA,"IX",2,"CA1","yoked to trained","slice photos","","","7/6/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"618","Yoked + Training","15-142D",NA,NA,NA,NA,NA,"IY",3,"CA1","yoked to trained","slice photos","","","7/6/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"619","Yoked + Training","15-142D",NA,NA,NA,NA,NA,"IZ",2,"CA3","yoked to trained","slice photos","","","7/6/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"620","Yoked + Training","15-142D",NA,NA,NA,NA,NA,"JA",3,"DG","yoked to trained","slice photos","","PHOTOS","7/6/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"621","Yoked + Training","15-142D",NA,NA,NA,NA,NA,"JB",2,"DG","yoked to trained","slice photos","","","7/6/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"622","Yoked + Training","15-142D",NA,NA,NA,NA,NA,"JC",1,"DG","yoked to trained","slice photos","","","7/6/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"623",NA,"B",NA,NA,NA,NA,NA,"LN",1,"CA3","yoked to conflict","","","","7/15/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"624",NA,"B",NA,NA,NA,NA,NA,"LO",2,"CA3","yoked to conflict","","","","7/15/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"625",NA,"B",NA,NA,NA,NA,NA,"LP",3,"CA3","yoked to conflict","","","","7/15/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"626",NA,"B",NA,NA,NA,NA,NA,"LQ",4,"CA3","yoked to conflict","","","","7/15/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"627",NA,"B",NA,NA,NA,NA,NA,"LR",1,"CA4","yoked to conflict","","","","7/15/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"628",NA,"B",NA,NA,NA,NA,NA,"LS",2,"CA4","yoked to conflict","","","","7/15/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"629",NA,"B",NA,NA,NA,NA,NA,"LT",3,"CA4","yoked to conflict","","","","7/15/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"630",NA,"B",NA,NA,NA,NA,NA,"LU",4,"CA4","yoked to conflict","","","","7/15/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"631",NA,"B",NA,NA,NA,NA,NA,"LV",1,"CA1","yoked to conflict","","","cant see punch","7/15/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"632",NA,"B",NA,NA,NA,NA,NA,"LW",2,"CA1","yoked to conflict","","","no land mark","7/15/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"633",NA,"B",NA,NA,NA,NA,NA,"LX",3,"CA1","yoked to conflict","","","bad punch, slipped into other tissue","7/15/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"634",NA,"B",NA,NA,NA,NA,NA,"LY",4,"CA1","yoked to conflict","","","","7/15/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"635",NA,"B",NA,NA,NA,NA,NA,"LZ",1,"CA2","yoked to conflict","","","","7/15/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"636",NA,"B",NA,NA,NA,NA,NA,"MA",2,"CA2","yoked to conflict","","","no land mark","7/15/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"637",NA,"B",NA,NA,NA,NA,NA,"MB",3,"CA2","yoked to conflict","","","","7/15/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"638",NA,"B",NA,NA,NA,NA,NA,"MC",4,"CA2","yoked to conflict","","","slice 1 and 3 are best","7/15/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"639",NA,"B",NA,NA,NA,NA,NA,"MD",1,"DG","yoked to conflict","","","","7/15/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"640",NA,"B",NA,NA,NA,NA,NA,"ME",2,"DG","yoked to conflict","","","","7/15/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"641",NA,"B",NA,NA,NA,NA,NA,"MF",3,"DG","yoked to conflict","","","","7/15/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"642",NA,"A",NA,NA,NA,NA,NA,"MG",1,"DG","trained conflict","","","no visual confirmation","7/15/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"643",NA,"A",NA,NA,NA,NA,NA,"MH",2,"DG","trained conflict","","","no visual confirmation","7/15/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"644",NA,"A",NA,NA,NA,NA,NA,"MI",2,"CA4","trained conflict","","","","7/15/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"645",NA,"A",NA,NA,NA,NA,NA,"MJ",1,"CA4","trained conflict","","","","7/15/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"646",NA,"A",NA,NA,NA,NA,NA,"MK",1,"CA3","trained conflict","","","pretty ventral","7/15/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"647",NA,"A",NA,NA,NA,NA,NA,"ML",2,"CA3","trained conflict","","","pretty ventral","7/15/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"648",NA,"A",NA,NA,NA,NA,NA,"MM",2,"CA2","trained conflict","","","","7/15/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"649",NA,"A",NA,NA,NA,NA,NA,"MN",1,"CA1","trained conflict","","","no land mark","7/15/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"650",NA,"A",NA,NA,NA,NA,NA,"MO",1,"CA2","trained conflict","","","","7/15/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"651",NA,"A",NA,NA,NA,NA,NA,"MP",2,"CA1","trained conflict","","","","7/15/15","","MK","RMH","300",250,"Centered on cell layer","","","",NA,NA,"",""
"652",NA,"15-321",NA,NA,NA,NA,NA,"VF",1,"DG","","","","very ventral,","7/27/15","","JMA","RMH","??",250,"Centered on cell layer","","","88",NA,NA,"",""
"653",NA,"15-321",NA,NA,NA,NA,NA,"VG",2,"DG","","","","very ventral, 2 punches, part of first lost","7/27/15","","JMA","RMH","??",250,"Centered on cell layer","","","87",87,95,"",""
"654",NA,"15-321",NA,NA,NA,NA,NA,"VH",2,"CA1","","","","very ventral,","7/27/15","","JMA","RMH","??",250,"Centered on cell layer","","","88",NA,NA,"",""
"655",NA,"15-321",NA,NA,NA,NA,NA,"VI",1,"CA1","","","","very ventral,","7/27/15","","JMA","RMH","??",250,"Centered on cell layer","","","87",87,94,"",""
"656",NA,"15-310",NA,NA,NA,NA,NA,"XT",1,"CA3","","slice photos","","","7/29/15","","JMA","RMH","??",250,"Centered on cell layer","","","72",NA,NA,"",""
"657",NA,"15-310",NA,NA,NA,NA,NA,"XU",2,"CA3","","slice photos","","","7/29/15","","JMA","RMH","??",250,"Centered on cell layer","","","79",NA,NA,"",""
"658",NA,"15-310",NA,NA,NA,NA,NA,"XV",3,"CA3","","slice photos","","","7/29/15","","JMA","RMH","??",250,"Centered on cell layer","","","78",78,87,"",""
"659",NA,"15-310",NA,NA,NA,NA,NA,"XW",1,"CA2","","slice photos","","","7/29/15","","JMA","RMH","??",250,"Centered on cell layer","","","72",NA,NA,"",""
"660",NA,"15-310",NA,NA,NA,NA,NA,"XX",2,"CA2","","slice photos","","","7/29/15","","JMA","RMH","??",250,"Centered on cell layer","","","79",NA,NA,"",""
"661",NA,"15-310",NA,NA,NA,NA,NA,"XY",3,"CA2","","slice photos","","","7/29/15","","JMA","RMH","??",250,"Centered on cell layer","","","78",78,86,"",""
"662",NA,"15-310",NA,NA,NA,NA,NA,"XZ",1,"CA1?","","slice photos","","","7/29/15","","JMA","RMH","??",250,"Centered on cell layer","","","72",NA,NA,"",""
"663",NA,"15-310",NA,NA,NA,NA,NA,"YA",2,"CA1","","slice photos","","","7/29/15","","JMA","RMH","??",250,"Centered on cell layer","","","79",NA,NA,"",""
"664",NA,"15-310",NA,NA,NA,NA,NA,"YB",3,"CA1?","","slice photos","","","7/29/15","","JMA","RMH","??",250,"Centered on cell layer","","","",NA,NA,"",""
"665",NA,"15-310",NA,NA,NA,NA,NA,"YC",1,"DG","","slice photos","","","7/29/15","","JMA","RMH","??",250,"Centered on cell layer","","","72",NA,NA,"",""
"666",NA,"15-310",NA,NA,NA,NA,NA,"YD",2,"DG","","slice photos","","","7/29/15","","JMA","RMH","??",250,"Centered on cell layer","","","79",NA,NA,"",""
"667",NA,"15-310",NA,NA,NA,NA,NA,"YE",3,"DG","","slice photos","","","7/29/15","","JMA","RMH","??",250,"Centered on cell layer","","","78",78,89,"",""
"668",NA,"15-310",NA,NA,NA,NA,NA,"YF",1,"CA4","","slice photos","","","7/29/15","","JMA","RMH","??",250,"Centered on cell layer","","","72",NA,NA,"",""
"669",NA,"15-310",NA,NA,NA,NA,NA,"YG",2,"CA4","","slice photos","","","7/29/15","","JMA","RMH","??",250,"Centered on cell layer","","","79",NA,NA,"",""
"670",NA,"15-310",NA,NA,NA,NA,NA,"YH",3,"CA4","","slice photos","","","7/29/15","","JMA","RMH","??",250,"Centered on cell layer","","","78",78,88,"",""
"671",NA,"15-331",NA,NA,NA,NA,NA,"AAE",1,"CA1","","slice photos","","","7/30/15","","JMA","RMH","??",250,"Centered on cell layer","","","78",NA,NA,"",""
"672",NA,"15-331",NA,NA,NA,NA,NA,"AAF",2,"CA1","","slice photos","","","7/30/15","","JMA","RMH","??",250,"Centered on cell layer","","","73",NA,NA,"",""
"673",NA,"15-331",NA,NA,NA,NA,NA,"AAG",3,"CA1","","slice photos","","","7/30/15","","JMA","RMH","??",250,"Centered on cell layer","","","79",NA,NA,"",""
"674",NA,"15-331",NA,NA,NA,NA,NA,"AAH",1,"DG","","slice photos","","","7/30/15","","JMA","RMH","??",250,"Centered on cell layer","","","78",78,93,"",""
"675",NA,"15-331",NA,NA,NA,NA,NA,"AAI",2,"DG","","slice photos","","","7/30/15","","JMA","RMH","??",250,"Centered on cell layer","","","73",NA,NA,"",""
"676",NA,"15-331",NA,NA,NA,NA,NA,"AAJ",3,"DG","","slice photos","","","7/30/15","","JMA","RMH","??",250,"Centered on cell layer","","","79",NA,NA,"",""
